S.No.,EmployeeID,Managerial Status,Team Size,Work Schedule Flexibility,Project Type,Tenure,Work Hours Per Week,Commute Distance,Churn
319,2840-XANRC, Manager ,Small,Fixed,Maintenance,30,32.6575,5.4621, Yes 
320,6745-JEFZB, Manager ,Small,Fixed,Support,41,32.575,7.4727, No 
321,5020-ZSTTY, Manager ,Medium,Flexible,Research,60,32.1225,9.7002, Yes 
322,9880-TDQAC, Non-Manager ,Large,Fixed,Maintenance,78,31,9.528, No 
323,8705-WZCYL, Manager ,Small,Fixed,Maintenance,7,30.24,1.0896, No 
324,7102-JJVTX, Manager ,Medium,Flexible,Development,15,30.43,1.8446, No 
325,8626-PTQGE, Non-Manager ,Large,Fixed,Research,75,31.0025,9.3534, No 
326,4983-CLMLV, Manager ,Small,Fixed,Support,58,33.135,11.2762, No 
327,5701-YVSVF, Manager ,Small,Fixed,Maintenance,17,32.145,2.7601, No 
328,5804-LEPIM, Manager ,Small,Fixed,Maintenance,8,31.5175,1.2781, Yes 
329,5697-GOMBF, Non-Manager ,Small,Fixed,Maintenance,34,29.795,2.9473, No 
330,2739-CACDQ, Manager ,Small,Fixed,Support,23,32.1325,3.9401, No 
331,9385-EHGDO, Manager ,Large,Fixed,Development,41,28.9925,2.4787, No 
332,9498-FIMXL, Manager ,Medium,Fixed,Development,14,28.96,1.3239, No 
333,2379-GYFLQ, Manager ,Medium,Fixed,Support,52,32.745,9.8459, No 
334,0122-OAHPZ, Manager ,Small,Fixed,Maintenance,13,31.6925,2.0225, Yes 
335,2868-SNELZ, Manager ,Small,Flexible,Development,8,32.03,1.3116, Yes 
336,4322-RCYMT, Manager ,Medium,Fixed,Research,74,31.79,11.5879, Yes 
337,6680-NENYN, Manager ,Large,Fixed,Maintenance,49,33.23,10.5197, Yes 
338,2088-IEBAU, Manager ,Large,Fixed,Maintenance,74,32.4075,13.2969, No 
339,7982-VCELR, Manager ,Small,Fixed,Support,42,32.74,8.1313, No 
340,1343-EHPYB, Manager ,Small,Fixed,Maintenance,69,33.17,14.206, Yes 
341,6035-BXTTY, Manager ,Small,Flexible,Research,38,30.7325,4.6602, No 
342,6885-PKOAM, Manager ,Large,Flexible,Support,77,32.2875,13.4476, No 
343,7520-HQWJU, Manager ,Small,Fixed,Research,72,31.3725,10.0173, No 
344,9639-BUJXT, Manager ,Medium,Flexible,Development,69,29.025,3.6563, No 
345,5924-SNGKP, Manager ,Medium,Fixed,Support,47,29.0125,2.73, No 
346,0021-IKXGC, Manager ,Small,Fixed,Maintenance,7,31.605,1.1442, No 
347,2034-GDRCN, Manager ,Small,Fixed,Maintenance,8,32.52,1.3364, Yes 
348,8966-SNIZF, Manager ,Large,Flexible,Research,76,28.9725,3.607, No 
349,6243-OZGFH, Non-Manager ,Small,Fixed,Maintenance,29,30.2475,2.9937, No 
350,4654-DLAMQ, Manager ,Medium,Flexible,Research,70,32.85,13.8618, No 
351,0513-RBGPE, Manager ,Large,Fixed,Support,43,31.14,5.5575, No 
352,5160-UXJED, Manager ,Medium,Flexible,Development,23,30.23,2.3628, No 
353,4115-NZRKS, Manager ,Small,Fixed,Maintenance,13,32.4575,2.1487, No 
354,0219-YTZUE, Manager ,Small,Fixed,Research,10,32.24,1.7438, Yes 
355,0623-IIHUG, Non-Manager ,Small,Fixed,Maintenance,27,30.095,2.6802, Yes 
356,4572-DVCGN, Manager ,Small,Fixed,Research,16,32.0125,2.692, Yes 
357,3351-NGXYI, Manager ,Small,Fixed,Maintenance,22,30.705,2.778, No 
358,8984-EYLLL, Manager ,Large,Fixed,Maintenance,70,33.2625,14.6468, No 
359,9057-MSWCO, Non-Manager ,Small,Flexible,Support,33,29.5375,2.6102, Yes 
360,9833-TGFHX, Manager ,Medium,Flexible,Maintenance,48,32.855,9.0335, No 
361,9294-TDIPC, Manager ,Small,Flexible,Development,11,29.01,1.1675, No 
362,5229-DTFYB, Manager ,Large,Fixed,Research,47,32.94,8.9183, No 
363,0104-PPXDV, Manager ,Medium,Flexible,Support,64,30.515,6.7571, No 
364,5176-LMJXE, Manager ,Large,Fixed,Development,53,29.0275,2.8914, No 
365,3583-KRKMD, Manager ,Small,Fixed,Research,24,31.795,3.7461, No 
366,1010-DIAUQ, Manager ,Small,Flexible,Research,11,32.825,1.9851, Yes 
367,9069-LGEUL, Manager ,Small,Fixed,Research,29,30.9975,3.812, No 
368,7302-ZHMHP, Manager ,Small,Flexible,Development,7,28.9575,1.0383, No 
369,9571-EDEBV, Manager ,Medium,Fixed,Support,77,32.9325,14.9257, No 
370,3520-FJGCV, Manager ,Large,Fixed,Support,78,33.63,17.2533, No 
371,6563-VRERX, Manager ,Medium,Flexible,Development,39,29.03,2.3805, No 
372,0259-GBZSH, Manager ,Small,Fixed,Maintenance,8,32.2825,1.363, Yes 
373,6122-EFVKN, Non-Manager ,Large,Flexible,Development,30,29.7875,2.6616, No 
374,2805-EDJPQ, Manager ,Medium,Fixed,Support,62,32.9875,12.2168, No 
375,6862-CQUMB, Manager ,Small,Fixed,Support,43,32.805,8.2936, No 
376,7156-MXBJE, Manager ,Medium,Flexible,Support,49,32.255,8.3245, No 
377,6158-HDPXZ, Non-Manager ,Small,Flexible,Development,7,29.2675,1.0507, No 
378,9601-BRXPO, Manager ,Small,Fixed,Research,31,33.2475,6.133, Yes 
379,2863-IMQDR, Manager ,Large,Flexible,Maintenance,67,32.4825,11.6174, No 
380,5686-CMAWK, Manager ,Medium,Flexible,Maintenance,23,32.3375,3.8205, No 
381,5651-CRHKQ, Manager ,Medium,Fixed,Research,47,32.31,7.6781, No 
382,6905-NIQIN, Manager ,Small,Flexible,Development,7,30.5325,1.1013, Yes 
383,8204-YJCLA, Non-Manager ,Large,Fixed,Research,78,31.24,10.4647, No 
384,5167-ZFFMM, Manager ,Small,Fixed,Support,7,32.5425,1.1817, Yes 
385,6583-SZVGP, Manager ,Large,Fixed,Research,54,33.405,11.1349, No 
386,4895-TMWIR, Manager ,Small,Flexible,Development,17,28.9975,1.4295, Yes 
387,0533-BNWKF, Manager ,Small,Fixed,Maintenance,61,32.2725,10.7494, Yes 
388,1708-PBBOA, Non-Manager ,Medium,Fixed,Maintenance,48,30.7375,5.6969, No 
389,8782-LKFPK, Manager ,Small,Fixed,Development,50,32.52,9.126, No 
390,5522-JBWMO, Manager ,Small,Flexible,Maintenance,7,30.2,1.088, No 
391,3597-MVHJT, Manager ,Small,Fixed,Research,33,32.78,6.1905, No 
392,9774-NRNAU, Manager ,Small,Fixed,Research,33,32.24,5.6191, No 
393,0224-RLWWD, Manager ,Small,Fixed,Maintenance,8,30.215,1.1786, No 
394,9967-ATRFS, Manager ,Small,Flexible,Development,25,28.995,1.7351, No 
395,3951-NJCVI, Manager ,Small,Fixed,Maintenance,48,32.7525,8.889, No 
396,2977-CEBSX, Manager ,Large,Fixed,Support,72,32.5025,12.9319, No 
397,0177-PXBAT, Manager ,Small,Fixed,Research,39,33.495,8.3894, No 
398,6599-CEBNN, Manager ,Small,Fixed,Support,40,31.6975,6.0489, Yes 
399,2519-ERQOJ, Non-Manager ,Small,Fixed,Maintenance,39,30.73,4.6074, No 
400,5876-QMYLD, Manager ,Medium,Flexible,Development,29,29.0025,1.8302, No 
401,2277-AXSDC, Manager ,Medium,Flexible,Research,38,28.9875,2.2483, No 
402,9442-JTWDL, Manager ,Medium,Flexible,Support,17,29.0025,1.4754, No 
403,0979-PHULV, Manager ,Small,Fixed,Support,75,32.9725,15.0152, Yes 
404,3067-SVMTC, Manager ,Medium,Flexible,Research,74,30.795,8.6976, No 
405,5495-GPSRW, Manager ,Large,Fixed,Development,26,28.985,1.8388, No 
406,7606-BPHHN, Manager ,Large,Fixed,Support,78,28.99,3.9375, No 
407,4742-DRORA, Manager ,Medium,Fixed,Research,66,32.77,12.624, No 
408,0111-KLBQG, Manager ,Small,Fixed,Development,38,32.6975,6.7229, No 
409,4800-VHZKI, Manager ,Small,Fixed,Development,7,28.995,1.0398, Yes 
410,7989-CHGTL, Manager ,Small,Fixed,Development,7,28.98,1.0392, Yes 
411,0334-GDDSO, Manager ,Small,Fixed,Maintenance,9,32.0675,1.4674, Yes 
412,4163-NCJAK, Manager ,Medium,Fixed,Research,52,29.2225,3.1323, No 
413,5233-AOZUF, Manager ,Small,Fixed,Maintenance,35,31.7475,5.2981, No 
414,5973-EJGDP, Manager ,Small,Fixed,Maintenance,57,32.3675,9.946, No 
415,1996-DBMUS, Manager ,Small,Fixed,Research,54,31.5325,8.0901, No 
416,7916-VCCPB, Manager ,Small,Flexible,Research,22,31.6625,3.3915, No 
417,4686-GEFRM, Manager ,Large,Fixed,Research,76,32.935,14.7178, No 
418,5249-QYHEX, Manager ,Large,Fixed,Development,46,29.24,3.0494, No 
419,0578-SKVMF, Manager ,Small,Flexible,Maintenance,28,32.165,4.6918, Yes 
420,5564-NEMQO, Manager ,Small,Fixed,Research,7,31.765,1.1506, Yes 
421,2233-FAGXV, Manager ,Small,Fixed,Development,11,29.215,1.2645, No 
422,5605-IYGFG, Manager ,Small,Fixed,Research,13,31.4925,2.0309, No 
423,7663-ZTEGJ, Manager ,Medium,Flexible,Support,35,33.0275,6.6609, No 
424,3935-TBRZZ, Manager ,Medium,Flexible,Development,50,29.285,3.221, No 
425,8111-BKVDS, Non-Manager ,Small,Flexible,Research,16,30.035,1.8986, No 
426,2055-SIFSS, Manager ,Small,Flexible,Research,61,30.5825,6.6771, No 
427,2806-MLNTI, Manager ,Medium,Fixed,Research,58,33.255,11.7528, No 
428,8734-DKSTZ, Manager ,Small,Flexible,Maintenance,16,32.2975,2.7172, No 
429,4360-PNRQB, Manager ,Small,Fixed,Research,24,31.78,3.7901, No 
430,6152-ONASV, Manager ,Medium,Flexible,Research,74,30.9125,8.9514, No 
431,9063-ZGTUY, Manager ,Small,Fixed,Development,67,28.97,3.3651, Yes 
432,7781-HVGMK, Non-Manager ,Large,Fixed,Support,78,31.26,10.5689, No 
433,2181-UAESM, Manager ,Small,Flexible,Maintenance,8,30.6725,1.239, No 
434,2957-LOLHO, Manager ,Small,Fixed,Research,18,30.27,2.0378, Yes 
435,6048-NJXHX, Manager ,Large,Fixed,Maintenance,47,28.9875,2.7989, No 
436,2320-SLKMB, Non-Manager ,Small,Fixed,Support,32,30.2225,3.3676, No 
437,4980-URKXC, Manager ,Medium,Flexible,Research,42,29.0425,2.4401, No 
438,4376-KFVRS, Manager ,Large,Fixed,Support,78,33.7025,17.9364, No 
439,5886-VLQVU, Manager ,Small,Fixed,Research,41,32.4925,7.3224, No 
440,3577-AMVUX, Manager ,Small,Flexible,Development,7,30.7525,1.1101, No 
441,0771-WLCLA, Manager ,Small,Fixed,Maintenance,22,33.6475,4.7651, No 
442,5628-RKIFK, Manager ,Small,Flexible,Support,55,33.0775,11.1408, No 
443,0206-TBWLC, Manager ,Medium,Fixed,Development,60,33.7325,13.099, No 
444,2937-FTHUR, Manager ,Small,Flexible,Maintenance,24,31.24,3.3334, No 
445,1910-FMXJM, Manager ,Small,Flexible,Maintenance,42,32.02,6.8753, No 
446,7752-XUSCI, Manager ,Small,Fixed,Maintenance,66,33.295,13.7929, Yes 
447,4110-PFEUZ, Manager ,Small,Flexible,Development,7,31.4775,1.1391, Yes 
448,0732-OCQOC, Manager ,Large,Fixed,Research,58,29.2525,3.5405, No 
449,5168-MSWXT, Manager ,Small,Fixed,Maintenance,14,32.7375,2.5191, No 
450,1090-ESELR, Manager ,Large,Flexible,Research,78,33.275,16.2231, No 
451,8592-PLTMQ, Manager ,Medium,Flexible,Development,70,29.235,4.2855, No 
452,5760-WRAHC, Manager ,Small,Fixed,Development,28,31.4875,4.0908, No 
453,8847-GEOOQ, Non-Manager ,Small,Fixed,Research,66,31.01,8.1648, No 
454,0256-LTHVJ, Manager ,Small,Fixed,Maintenance,34,32.0525,5.4542, Yes 
455,4785-FCIFB, Manager ,Large,Flexible,Development,67,29.22,3.8358, No 
456,8313-NDOIA, Manager ,Small,Fixed,Maintenance,30,33.2075,5.9893, No 
457,5149-CUZUJ, Manager ,Medium,Flexible,Research,34,32.645,6.5367, No 
458,0942-KOWSM, Manager ,Large,Flexible,Research,36,32.04,5.7386, No 
459,4237-CLSMM, Manager ,Small,Flexible,Development,8,29,1.076, No 
460,1452-VOQCH, Manager ,Small,Fixed,Maintenance,7,31.755,1.1502, No 
461,4719-UMSIY, Manager ,Small,Flexible,Development,12,28.9825,1.2018, No 
462,6614-VBEGU, Manager ,Small,Fixed,Research,30,31.4725,4.2281, No 
463,0880-TKATG, Manager ,Small,Flexible,Maintenance,10,33.0575,1.7718, Yes 
464,3811-VBYBZ, Manager ,Small,Fixed,Maintenance,13,32.99,2.3465, Yes 
465,1480-BKXGA, Manager ,Large,Fixed,Research,78,33.8025,17.8098, No 
466,2996-XAUVF, Non-Manager ,Large,Fixed,Development,76,30.0025,6.5995, No 
467,9076-AXYIK, Manager ,Large,Flexible,Maintenance,70,33.105,14.0769, No 
468,5968-XQIVE, Manager ,Medium,Fixed,Maintenance,78,32.485,14.1779, No 
469,8896-RAZCR, Manager ,Large,Flexible,Development,50,28.995,2.7362, No 
470,4640-UHDOS, Manager ,Small,Flexible,Maintenance,19,30.7975,2.4687, Yes 
471,4933-IKULF, Manager ,Medium,Flexible,Development,23,29.0325,1.6612, No 
472,3583-EKAPL, Manager ,Small,Fixed,Maintenance,7,30.75,1.11, Yes 
473,1304-BCCFO, Manager ,Small,Fixed,Development,15,31.5025,2.1288, No 
474,4104-PVRPS, Manager ,Small,Flexible,Development,30,30.68,3.6307, No 
475,9399-APLBT, Manager ,Small,Fixed,Maintenance,7,31.735,1.1494, Yes 
476,2359-KMGLI, Manager ,Small,Fixed,Maintenance,30,32.0125,4.723, Yes 
477,3780-DDGSE, Manager ,Small,Fixed,Maintenance,41,31.8025,6.4944, No 
478,4431-EDMIQ, Manager ,Small,Fixed,Maintenance,13,31.785,2.1081, No 
479,0306-JAELE, Manager ,Small,Fixed,Maintenance,11,32.805,1.9068, Yes 
480,6227-HWPWX, Manager ,Small,Flexible,Research,21,31.45,2.9896, Yes 
481,0486-LGCCH, Manager ,Large,Flexible,Development,17,28.9825,1.4515, No 
482,0447-BEMNG, Non-Manager ,Small,Fixed,Research,54,30.265,5.29, Yes 
483,4612-SSVHJ, Manager ,Small,Fixed,Maintenance,26,32.0725,4.3432, No 
484,5168-MQQCA, Manager ,Medium,Fixed,Research,78,33.425,17.0076, No 
485,5949-XIKAE, Manager ,Small,Fixed,Maintenance,14,32.1775,2.3601, Yes 
486,7971-HLVXI, Manager ,Large,Fixed,Support,78,32.225,13.2617, No 
487,9094-AZPHK, Manager ,Small,Fixed,Maintenance,21,33.0075,3.83, No 
488,3649-JPUGY, Manager ,Large,Fixed,Research,78,32.43,13.4039, No 
489,4472-LVYGI, Non-Manager ,Large,Fixed,Research,6,30.6275,5.566600882, No 
490,8372-JUXUI, Manager ,Small,Fixed,Maintenance,7,31.7175,1.1487, Yes 
491,3552-CTCYF, Manager ,Large,Fixed,Research,69,33.24,14.1945, No 
492,6778-YSNIH, Manager ,Small,Fixed,Maintenance,8,30.95,1.2283, No 
493,0388-EOPEX, Manager ,Small,Fixed,Maintenance,8,31.72,1.2788, Yes 
494,5756-OZRIO, Manager ,Medium,Flexible,Research,67,31.2025,8.8052, No 
495,6579-JPICP, Manager ,Small,Flexible,Development,7,29.02,1.0408, No 
496,8205-OTCHB, Non-Manager ,Medium,Fixed,Research,28,30.1875,2.8072, Yes 
497,4134-BSXLX, Manager ,Small,Flexible,Development,34,31.045,4.5713, No 
498,0505-SPOOW, Manager ,Large,Flexible,Research,76,28.99,3.7953, No 
499,6235-VDHOM, Non-Manager ,Small,Flexible,Maintenance,11,29.4225,1.2621, Yes 
500,7783-YKGDV, Manager ,Small,Fixed,Research,18,32.985,3.4769, Yes 
501,4374-YMUSQ, Manager ,Medium,Flexible,Support,40,33.8125,8.7981, No 
502,4513-CXYIX, Manager ,Large,Fixed,Support,77,32.035,12.352, No 
503,3957-HHLMR, Manager ,Medium,Flexible,Research,76,31.26,10.0863, No 
504,7803-XOCCZ, Manager ,Small,Fixed,Research,58,32.2025,9.6536, No 
505,5736-YEJAX, Manager ,Large,Fixed,Support,75,31.9725,12.0051, No 
506,5609-CEBID, Manager ,Small,Fixed,Maintenance,26,32.705,4.5648, Yes 
507,8981-FJGLA, Manager ,Small,Fixed,Development,17,31.9,2.7036, No 
508,7218-HKQFK, Manager ,Small,Fixed,Maintenance,8,32.71,1.335, Yes 
509,4636-QRJKY, Manager ,Small,Fixed,Maintenance,12,32.025,2.0057, Yes 
510,1135-LMECX, Manager ,Small,Flexible,Development,7,28.9925,1.0397, No 
511,4332-MUOEZ, Manager ,Medium,Flexible,Support,26,32.715,4.6366, No 
512,8535-SFUTN, Manager ,Small,Fixed,Maintenance,67,33.3225,13.6003, No 
513,5956-VKDTT, Manager ,Small,Fixed,Maintenance,11,31.7175,1.6696, Yes 
514,8677-HDZEE, Manager ,Small,Fixed,Research,62,33.2725,12.8339, No 
515,2475-MROZF, Manager ,Small,Fixed,Support,36,32.75,6.7048, No 
516,9412-GHEEC, Manager ,Small,Flexible,Research,46,33.24,9.2639, Yes 
517,3482-ABPKK, Manager ,Medium,Flexible,Development,34,30.715,4.0926, No 
518,6705-LXORM, Manager ,Small,Flexible,Maintenance,11,31.5025,1.6052, No 
519,0257-ZESQC, Manager ,Small,Fixed,Research,33,31.76,4.8587, Yes 
520,7531-GQHME, Manager ,Small,Flexible,Support,18,29.0025,1.5309, No 
521,5174-ITUMV, Manager ,Medium,Fixed,Maintenance,73,33.27,14.9789, No 
522,4109-CYRBD, Manager ,Small,Fixed,Maintenance,35,30.58,3.884, No 
523,0913-XWSCN, Manager ,Small,Flexible,Research,61,32.275,10.4268, No 
524,6825-UYPFK, Manager ,Small,Flexible,Research,29,31.78,4.5172, Yes 
525,8397-MVTAZ, Manager ,Small,Fixed,Maintenance,40,33.0025,7.96, Yes 
526,0750-EBAIU, Manager ,Medium,Flexible,Maintenance,58,32.5625,10.4766, No 
527,8606-CIQUL, Manager ,Large,Fixed,Support,78,33.7875,17.7983, No 
528,3571-DPYUH, Manager ,Medium,Fixed,Support,64,32.735,11.8607, No 
529,7601-GNDYK, Manager ,Large,Flexible,Development,41,28.98,2.3739, No 
530,0356-OBMAC, Manager ,Large,Fixed,Research,62,32.995,12.4126, No 
531,8067-NIOYM, Manager ,Large,Fixed,Support,30,29.055,1.9813, No 
532,1403-GYAFU, Manager ,Large,Flexible,Support,76,29.0025,3.7205, No 
533,4234-XTNEA, Manager ,Small,Fixed,Maintenance,8,31.9975,1.3489, No 
534,1297-VQDRP, Manager ,Medium,Fixed,Support,74,33.3575,15.7596, No 
535,9282-IZGQK, Manager ,Small,Fixed,Maintenance,7,32.25,1.17, Yes 
536,5348-CAGXB, Manager ,Small,Fixed,Maintenance,18,32.4775,3.0435, No 
537,0621-HJWXJ, Manager ,Small,Fixed,Research,69,32.0775,11.0581, No 
538,5844-QVTAT, Manager ,Medium,Fixed,Development,39,30.9225,4.9108, No 
539,8905-IAZPF, Manager ,Medium,Fixed,Support,75,32.7825,14.4884, No 
540,5394-MEITZ, Manager ,Large,Fixed,Research,66,32.03,10.8934, No 
541,6859-QNXIQ, Manager ,Large,Fixed,Research,78,33.655,17.497, No 
542,2782-LFZVW, Manager ,Small,Fixed,Development,17,30.9475,2.2032, No 
543,2866-IKBTM, Manager ,Small,Flexible,Development,7,28.9775,1.0391, No 
544,1342-JPNKI, Manager ,Small,Fixed,Research,16,32.3025,2.6682, Yes 
545,2817-NTQDO, Non-Manager ,Small,Fixed,Support,19,30.2775,2.194, Yes 
546,7129-AZJDE, Manager ,Medium,Fixed,Research,40,31.9475,6.2944, No 
547,6986-IJDHX, Manager ,Small,Fixed,Development,45,32.315,7.532, Yes 
548,2560-PPCHE, Manager ,Medium,Fixed,Research,71,33.2525,14.4885, No 
549,4676-MQUEA, Manager ,Medium,Fixed,Research,56,33.095,11.531, No 
550,8138-EALND, Manager ,Small,Flexible,Development,21,28.9875,1.6232, No 
551,3580-HYCSP, Manager ,Large,Fixed,Research,78,33.515,16.9338, No 
552,1352-HNSAW, Manager ,Large,Fixed,Research,78,33.78,17.4408, No 
553,2075-PUEPR, Manager ,Large,Flexible,Research,61,28.9675,3.3065, No 
554,1982-FEBTD, Manager ,Large,Fixed,Support,29,29.28,2.0295, No 
555,5301-GAUUY, Manager ,Small,Fixed,Research,38,32.0175,6.1923, Yes 
556,5791-KAJFD, Manager ,Medium,Fixed,Research,62,31.4375,8.616, No 
557,2654-VBVPB, Manager ,Small,Flexible,Research,7,28.995,1.0398, No 
558,1154-HYWWO, Manager ,Medium,Flexible,Development,44,31.53,6.4164, No 
559,2501-XWWTZ, Manager ,Small,Flexible,Maintenance,17,31.51,2.5201, No 
560,3716-UVSPD, Manager ,Small,Fixed,Maintenance,7,30.465,1.0986, No 
561,6815-ABQFQ, Manager ,Medium,Fixed,Maintenance,62,33.3625,13.0666, No 
562,7343-EOBEU, Manager ,Small,Fixed,Development,9,29.18,1.1781, No 
563,3701-SFMUH, Manager ,Small,Flexible,Support,13,31.485,2.0323, No 
564,6103-LIANB, Manager ,Large,Fixed,Support,65,32.975,12.7235, No 
565,7319-VENRZ, Manager ,Small,Flexible,Research,13,31.215,1.8919, No 
566,5846-NEQVZ, Manager ,Large,Fixed,Support,77,31.5425,10.9468, No 
567,6967-QIQRV, Manager ,Medium,Flexible,Maintenance,21,33.095,4.3345, No 
568,5781-RFZRP, Manager ,Large,Flexible,Support,77,31.675,11.7155, No 
569,0939-YAPAF, Manager ,Small,Fixed,Maintenance,41,33.0125,8.0552, Yes 
570,0308-IVGOK, Non-Manager ,Medium,Fixed,Support,17,30.02,1.8452, No 
571,7293-LSCDV, Manager ,Large,Fixed,Support,66,28.9625,3.2065, No 
572,7025-WCBNE, Manager ,Large,Flexible,Research,53,30.98,6.508, No 
573,5756-JYOJT, Manager ,Medium,Flexible,Support,17,31.245,2.3945, No 
574,4710-FDUIZ, Manager ,Medium,Flexible,Support,62,33.015,12.2289, Yes 
575,6030-REHUX, Manager ,Small,Fixed,Maintenance,34,33.5425,7.4088, No 
576,9548-LIGTA, Manager ,Large,Fixed,Development,67,32.0525,10.4953, No 
577,5150-LJNSR, Manager ,Medium,Flexible,Research,37,32.9025,7.1642, No 
578,8270-RKSAP, Manager ,Small,Fixed,Maintenance,15,31.525,2.1958, No 
579,6522-YRBXD, Manager ,Small,Fixed,Maintenance,41,32.7275,7.7308, No 
580,2640-LYMOV, Manager ,Small,Fixed,Development,8,28.9825,1.0776, No 
581,1218-VKFPE, Manager ,Small,Flexible,Development,18,28.95,1.4671, Yes 
582,3627-FHKBK, Manager ,Small,Flexible,Development,7,31.765,1.1506, Yes 
583,2865-TCHJW, Manager ,Small,Fixed,Maintenance,10,32.46,1.6924, Yes 
584,1423-BMPBQ, Manager ,Small,Fixed,Development,7,28.95,1.038, No 
585,2393-DIVAI, Manager ,Small,Fixed,Development,9,29,1.1234, No 
586,5192-EBGOV, Manager ,Small,Fixed,Maintenance,7,32.285,1.1714, Yes 
587,4568-KNYWR, Manager ,Large,Fixed,Support,58,31.1625,7.6849, No 
588,8752-IMQOS, Manager ,Medium,Flexible,Development,11,29.005,1.1702, No 
589,0742-LAFQK, Manager ,Large,Fixed,Maintenance,78,32.9575,15.8442, No 
590,0795-LAFGP, Manager ,Large,Flexible,Maintenance,77,32.52,14.3361, No 
591,0619-OLYUR, Manager ,Large,Fixed,Support,78,33.595,17.1421, No 
592,5512-IDZEI, Manager ,Medium,Flexible,Maintenance,52,29.245,3.3496, No 
593,0459-SPZHJ, Manager ,Large,Flexible,Support,69,32.175,11.87, No 
594,0215-BQKGS, Manager ,Small,Fixed,Support,36,32.215,5.8772, No 
595,9244-ZVAPM, Manager ,Small,Flexible,Development,7,30.28,1.0912, No 
596,0719-SYFRB, Manager ,Small,Fixed,Development,18,31.0825,2.4275, Yes 
597,8208-EUMTE, Non-Manager ,Large,Flexible,Development,22,30.7425,2.8323, No 
598,5172-MIGPM, Manager ,Small,Flexible,Development,10,31.2775,1.4744, No 
599,1710-RCXUS, Manager ,Medium,Fixed,Support,57,32.5175,10.2291, No 
600,0374-FIUCA, Manager ,Large,Fixed,Support,71,29.02,3.8289, No 
601,5839-SUYVZ, Manager ,Small,Fixed,Support,22,31.7275,3.341, No 
602,5173-ZXXXL, Manager ,Medium,Flexible,Development,8,28.9975,1.0954, No 
603,1096-ADRUX, Manager ,Medium,Fixed,Research,72,31.7125,10.7185, No 
604,2001-MCUUW, Manager ,Large,Flexible,Maintenance,52,33.4325,10.8064, No 
605,2731-GJRDG, Manager ,Medium,Fixed,Research,38,33.4775,8.216, No 
606,4723-BEGSG, Manager ,Large,Flexible,Support,78,32.3325,13.1885, No 
607,6516-NKQBO, Manager ,Large,Flexible,Support,44,32.05,7.1698, No 
608,8672-OAUPW, Manager ,Medium,Flexible,Support,57,30.3925,5.7135, No 
609,8207-DMRVL, Manager ,Large,Flexible,Research,78,33.7275,17.6121, No 
610,3419-SNJJD, Manager ,Small,Flexible,Research,71,33.2625,14.5728, Yes 
611,6543-CPZMK, Non-Manager ,Small,Fixed,Maintenance,15,29.4975,1.4979, Yes 
612,4765-OXPPD, Manager ,Small,Flexible,Development,15,31.25,2.3261, Yes 
613,2804-ETQDK, Manager ,Large,Flexible,Development,72,29.0275,3.7142, No 
614,6689-VRRTK, Manager ,Medium,Fixed,Support,50,33.49,10.7207, No 
615,7138-GIRSH, Manager ,Large,Flexible,Research,56,31.475,7.8364, No 
616,9396-ZSFLL, Manager ,Small,Flexible,Development,21,30.4425,2.2628, No 
617,6464-KEXXH, Non-Manager ,Small,Fixed,Support,14,29.2625,1.3726, No 
618,7134-MJPDY, Manager ,Medium,Fixed,Support,72,33.1425,14.9535, No 
619,5240-CAOYT, Manager ,Small,Fixed,Research,63,32.3775,10.7697, No 
620,4059-IIEBK, Manager ,Small,Fixed,Research,13,31.9275,2.0459, No 
621,4881-JVQOD, Non-Manager ,Small,Fixed,Research,16,29.7275,1.7252, No 
622,0516-UXRMT, Manager ,Medium,Fixed,Maintenance,68,32.6025,12.5116, No 
623,4851-BQDNX, Manager ,Medium,Fixed,Maintenance,46,32.2525,7.7113, No 
624,5148-HKFIR, Manager ,Large,Flexible,Development,26,28.985,1.8139, No 
625,1009-IRMNA, Manager ,Small,Flexible,Research,13,29,1.2752, Yes 
626,3003-CMDUU, Manager ,Small,Fixed,Maintenance,31,32.7575,5.7914, No 
627,5016-IBERQ, Manager ,Small,Flexible,Maintenance,29,32.2125,4.9362, No 
628,6797-UCJHZ, Manager ,Medium,Flexible,Support,72,33.23,14.6389, No 
629,2469-DTSGX, Manager ,Large,Flexible,Maintenance,78,33.5825,16.8869, No 
